date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:43:52	78460/78460	---M--	200	added ('OK')	font/woff2	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-brands-400.woff2	E:/new/food/khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-brands-400.woff2	(from https://khaddo.learnhunter.xyz/font/fontawesome/css/all.css)
16:43:52	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-brands-400.eot?	E:/new/food/khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://khaddo.learnhunter.xyz/font/fontawesome/css/all.css)
16:43:53	92136/92136	---M--	200	added ('OK')	font/woff	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-brands-400.woff	E:/new/food/khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-brands-400.woff	(from https://khaddo.learnhunter.xyz/font/fontawesome/css/all.css)
16:43:53	136516/136516	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-brands-400.ttf	E:/new/food/khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-brands-400.ttf	(from https://khaddo.learnhunter.xyz/font/fontawesome/css/all.css)
16:43:53	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-regular-400.eot	E:/new/food/khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-regular-400.eot	(from https://khaddo.learnhunter.xyz/font/fontawesome/css/all.css)
16:43:53	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-regular-400.eot?	E:/new/food/khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-regular-400d41d.eot	(from https://khaddo.learnhunter.xyz/font/fontawesome/css/all.css)
16:43:53	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-brands-400.svg	E:/new/food/khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-brands-400.svg	(from https://khaddo.learnhunter.xyz/font/fontawesome/css/all.css)
16:43:54	13548/13548	---M--	200	added ('OK')	font/woff2	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-regular-400.woff2	E:/new/food/khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-regular-400.woff2	(from https://khaddo.learnhunter.xyz/font/fontawesome/css/all.css)
16:43:54	16772/16772	---M--	200	added ('OK')	font/woff	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-regular-400.woff	E:/new/food/khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-regular-400.woff	(from https://khaddo.learnhunter.xyz/font/fontawesome/css/all.css)
16:43:54	34052/34052	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-regular-400.ttf	E:/new/food/khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-regular-400.ttf	(from https://khaddo.learnhunter.xyz/font/fontawesome/css/all.css)
